row_id,county_code,year,state,population,renter_occupied_households,pct_renter_occupied,median_gross_rent,median_household_income,median_property_value,rent_burden,pct_white,pct_af_am,pct_hispanic,pct_am_ind,pct_asian,pct_nh_pi,pct_multiple,pct_other,poverty_rate,rucc,urban_influence,economic_typology,pct_civilian_labor,pct_unemployment,pct_uninsured_adults,pct_uninsured_children,pct_adult_obesity,pct_adult_smoking,pct_diabetes,pct_low_birthweight,pct_excessive_drinking,pct_physical_inactivity,air_pollution_particulate_matter_value,homicides_per_100k,motor_vehicle_crash_deaths_per_100k,heart_disease_mortality_per_100k,pop_per_dentist,pop_per_primary_care_physician,pct_female,pct_below_18_years_of_age,pct_aged_65_years_and_older,pct_adults_less_than_a_high_school_diploma,pct_adults_with_high_school_diploma,pct_adults_with_some_college,pct_adults_bachelors_or_higher,birth_rate_per_1k,death_rate_per_1k,evictions
266,d46f1ff,b,f723d72,33034,3303,25.859,647,54693,138025,26.277,0.950376225,0.005346097,0.017747045,0.001708753,0.010412399,0,0.014009773,0.000399708,7.257,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Manufacturing-dependent,0.529,0.038,0.099,0.036,0.298,0.182,0.082,0.07,0.105,0.25,10.03746068,,12.05,266,1750,1139,0.507,0.243,0.162,0.080838323,0.357285429,0.31237525,0.249500998,11.42633182,9.768157014,30
267,2fe2639,b,bf46354,194921,20626,29.898,980,52505,153140,30.36,0.638418023,0.244802703,0.060468556,0.004767521,0.024087475,0.000899532,0.025146924,0.001409267,10.877,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.463,0.06,0.243,0.119,0.389,0.225,0.118,0.09,0.16,0.298,12.35489472,6.59,23.23,238,3939,3389,0.503,0.247,0.111,0.120758483,0.311377246,0.343313373,0.224550898,13.02486403,6.543030754,1121
268,a840fb7,a,f93b51e,20346,1859,23.717,632,33524,108924,31.261,0.947327614,0.012246156,0.019243959,0.000198801,0.000497003,0,0.020486467,0,18.915,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Recreation,0.399,0.067,0.271,0.132,0.292,0.347,0.121,0.07,0.17,0.314,9.702920087,,27.12,336,10129,5020,0.497,0.218,0.236,0.207622869,0.413239719,0.243731194,0.135406219,14.12569389,13.63005551,18
269,41b9c89,b,f1f4f42,56916,7024,23.301,680,43165,100534,29.799,0.931422478,0.035878372,0.011670437,0.001195946,0.005172465,0.000199324,0.014460977,0,11.906,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Mining-dependent,0.47,0.061,0.236,0.05,0.336,0.21,0.132,0.09,0.092,0.323,13.70500989,2.05,13.22,293,2140,1409,0.513,0.198,0.175,0.117117117,0.409409409,0.258258258,0.215215215,11.29505467,11.20694972,210
270,b35961d,b,2af7250,13320,1495,26.994,594,47434,76605,24.607,0.768632462,0.032550839,0.184558727,0.000503104,0.002525583,0,0.010726181,0.000503104,9.604,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Manufacturing-dependent,0.497,0.07,0.207,0.054,0.301,,0.1,0.07,,0.301,11.5710125,,14.7,323,1929,13569,0.5,0.242,0.159,0.146146146,0.462462462,0.252252252,0.139139139,11.74999052,10.76450745,21
271,82a8f5d,a,930f257,155987,14484,26.406,882,58135,119691,26.707,0.745990667,0.025419918,0.194836079,0.004986061,0.007893764,0.003627135,0.01674677,0.000499605,9.256,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.465,0.044,0.301,0.155,0.326,0.198,0.123,0.08,0.187,0.262,9.689147518,2.9,19.83,315,2969,2070,0.499,0.264,0.13,0.167839196,0.316582915,0.341708543,0.173869347,13.55752313,8.105453018,163
272,0ed622d,a,3c7c507,56201,6163,25.896,743,59769,174042,26.464,0.936804087,0.014626651,0.028225646,0.004469809,0.005148262,9.98E-05,0.010326456,0.000299318,5.872,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Manufacturing-dependent,0.557,0.044,0.106,0.048,0.346,0.225,0.096,0.07,0.305,0.245,11.88758287,,17.97,234,2089,1659,0.498,0.228,0.157,0.075150301,0.349699399,0.352705411,0.22244489,10.30636736,9.459268672,116
273,602a189,a,533155c,16714,1930,27.489,585,43580,87822,26.568,0.881977306,0.040974706,0.028661373,0.004024746,0.003367238,0.000697357,0.038892597,0.001404676,14.194,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a large metro area,Manufacturing-dependent,0.454,0.061,0.155,0.063,0.303,0.235,0.104,0.08,0.177,0.283,8.366384998,,17.63,265,2390,2100,0.515,0.236,0.159,0.072289157,0.408634538,0.318273092,0.200803213,11.11853697,11.30080807,12
274,2e1c58d,a,d897010,157114,18780,33.746,981,49983,162706,35.406,0.483795303,0.186111971,0.287662072,0.005260163,0.012855959,0,0.023915278,0.000399253,14.068,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.434,0.089,0.228,0.063,0.342,0.243,0.118,0.1,0.175,0.289,11.51743431,7.7,14.84,318,1719,2220,0.484,0.239,0.133,0.225579053,0.393756294,0.234642497,0.146022155,13.29965628,9.031185512,18
275,05ed241,b,f2c60ec,24524,2632,29.457,715,44823,125364,27.857,0.941810905,0.003231616,0.024942471,0.001110555,0.0002001,0,0.022881441,0.005822911,15.332,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.451,0.065,0.224,0.062,0.351,0.272,0.109,0.09,,0.338,13.2678567,,24,315,3559,1899,0.498,0.271,0.117,0.174650699,0.451097804,0.251497006,0.122754491,15.10977882,8.95244268,24
276,e3a9057,a,f723d72,7603,673,21.65,523,48459,96094,27.641,0.954508327,0.009662124,0.02550004,0.000398438,0.001593752,0,0.008337318,0,10.04,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Farm-dependent,0.56,0.041,0.125,0.045,0.306,0.169,0.104,0.05,,0.273,12.06521982,,27.19,268,3769,3750,0.5,0.219,0.195,0.074148297,0.367735471,0.402805611,0.155310621,9.88989253,11.07667963,3
277,0c10f75,b,bf46354,23326,2607,27.519,666,36003,98167,41.959,0.382322281,0.569704503,0.018954733,0,0.002706387,0,0.024998998,0.001313099,18.244,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.435,0.087,0.221,0.076,0.401,0.157,0.164,0.119,0.112,0.341,12.59377836,10.67,37.54,349,7919,2610,0.518,0.217,0.165,0.201,0.397,0.259,0.143,9.090712322,12.51055172,100
278,07aee43,b,408e6ed,8265,769,20.669,498,36651,106093,29.969,0.435062461,0.000601552,0.541126105,0.016462473,0.001714423,0.001814682,0.003218303,0,13.8,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.435,0.078,0.266,0.145,0.177,0.21,0.061,0.119,0.135,0.2,12.00636264,,22.51,232,8309,2070,0.503,0.268,0.165,0.152,0.326,0.327,0.195,15.24224279,8.709853021,1
279,70db609,a,9759812,22489,2414,22.497,503,37239,91645,32.465,0.96990815,0.007640783,0.011942484,0.000812209,0.002687309,0,0.007009065,0,16.417,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Farm-dependent,0.424,0.052,0.196,0.064,0.332,0.28,0.118,0.09,,0.348,12.990691,,24.68,313,4519,2269,0.503,0.188,0.207,0.234765235,0.362637363,0.284715285,0.117882118,7.455145622,14.41627557,14
280,4.58E+24,b,9759812,65840,6316,27.194,1389,81749,313957,29.511,0.727035355,0.131855379,0.054402849,0.001590668,0.05283219,0.002210929,0.029362332,0.000710298,5.448,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Recreation,0.481,0.05,0.12,0.052,0.282,0.076,0.093,0.07,0.127,0.223,12.12440553,,6.23,247,840,909,0.513,0.247,0.132,0.060575968,0.194637537,0.322740814,0.42204568,9.762270632,6.221941005,226
281,97ba79b,a,dc52510,14082,1503,22.222,600,42988,108734,29.826,0.613432687,0.346909382,0.017143429,0.00320064,0.00210042,0.001610322,0.015603121,0,16.392,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Recreation,0.416,0.065,0.263,0.101,0.313,0.291,0.136,0.1,,0.296,12.84613867,,22.67,203,6999,6910,0.506,0.188,0.21,0.187437687,0.35892323,0.323030907,0.130608175,8.015458384,9.589923424,4
282,a44ed73,a,2af7250,29101,3074,23.935,610,47833,96003,28.425,0.909178978,0.013068136,0.062525228,0.000605473,0.005297893,0,0.008315169,0.001009122,12.034,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Farm-dependent,0.516,0.056,0.164,0.04,0.318,0.245,0.111,0.06,0.204,0.295,13.30613013,,17.65,308,3219,1939,0.511,0.224,0.199,0.113453815,0.411646586,0.322289157,0.152610442,9.95561744,12.53154643,51
283,88e1d8f,a,429dafa,34134,4334,32.617,657,34176,81029,32.093,0.573117809,0.402546084,0.004498945,0.001692081,0.007494924,0.000298603,0.010351555,0,17.054,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.439,0.06,0.206,0.039,0.393,0.243,0.158,0.121,,0.351,13.15220376,9.7,27.22,325,4269,2430,0.519,0.214,0.179,0.211788212,0.383616384,0.287712288,0.116883117,12.43404518,13.66863123,99
284,ff6414b,b,f2c60ec,65854,10167,32.486,603,44067,125097,27.539,0.836684126,0.108007655,0.022824335,0.002699436,0.009055197,0.000705077,0.018815471,0.001208703,13.755,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Nonspecialized,0.456,0.069,0.193,0.055,0.304,0.228,0.103,0.09,0.115,0.29,13.91749588,4.4,16.49,354,1170,1150,0.519,0.218,0.176,0.11988012,0.314685315,0.335664336,0.22977023,11.85994552,12.31904019,131
285,fb5b35f,b,3c7c507,13787,1296,22.878,572,43136,116603,26.812,0.955953773,0.003498721,0.014559835,0.003924911,0.005362063,0.004152873,0.012547822,0,9.812,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Manufacturing-dependent,0.496,0.054,0.121,0.059,0.287,0.146,0.109,0.05,0.214,0.224,10.96979408,,19.5,249,1400,1269,0.495,0.179,0.225,0.101303912,0.416248746,0.316950853,0.165496489,8.805443365,12.80791762,9
286,32e994f,a,92a2585,60258,8758,38.15,660,49252,123264,25.362,0.695206131,0.020888644,0.258147573,0.003797024,0.010329109,0,0.00970796,0.001923559,11.865,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Manufacturing-dependent,0.512,0.04,0.211,0.079,0.311,0.169,0.084,0.07,0.182,0.26,11.63166714,2.8,10.63,202,1290,1629,0.496,0.272,0.14,0.172172172,0.322322322,0.322322322,0.183183183,16.09539945,8.50384465,97
287,4a69185,a,408e6ed,5507,400,19.573,594,31151,75551,31.88,0.611545568,0.052274657,0.301802747,0.009138577,0.003825218,0.004913858,0.01580025,0.000699126,23.347,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Federal/State government-dependent,0.242,0.045,0.213,0.094,0.243,0.155,0.066,0.101,,0.215,13.27975035,,27.11,222,,5359,0.297,0.131,0.131,0.168168168,0.391391391,0.329329329,0.111111111,7.824308705,3.734329154,1
288,17b0751,a,9759812,74781,5982,20.815,832,54557,195756,28.333,0.917071799,0.040128169,0.023594761,0.002400659,0.005866045,0.00111495,0.008718711,0.001104906,7.183,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.491,0.041,0.183,0.063,0.285,0.177,0.099,0.069,0.118,0.236,13.08872148,2.8,13.83,245,3509,2530,0.499,0.2,0.188,0.14014014,0.399399399,0.24024024,0.22022022,9.009311863,9.829562645,228
289,5c603bd,b,26926ff,33421,3884,31.238,556,32324,74168,28.563,0.640047986,0.081605518,0.053144057,0.138778366,0.0009997,0.001789463,0.08353494,1.00E-04,20.76,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Nonspecialized,0.427,0.081,0.316,0.111,0.355,0.229,0.121,0.08,0.09,0.369,10.44606104,11.06,43.08,382,3730,2070,0.506,0.258,0.162,0.188811189,0.418581419,0.257742258,0.134865135,14.6404045,12.98015244,74
290,fe06927,a,533155c,9798,1163,31.349,638,49549,85265,22.258,0.896604938,0.007238152,0.065382318,0.016288331,9.96E-05,0.001204699,0.013181999,0,8.952,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Mining-dependent,0.548,0.041,0.168,0.069,0.31,0.177,0.096,0.06,0.104,0.233,11.29259987,,14.76,258,1639,1209,0.499,0.243,0.179,0.102306921,0.264794383,0.372116349,0.260782347,14.87713538,8.721079362,24
291,720499f,b,930f257,5853,566,25.812,612,39040,73390,33.285,0.664023865,0.032114041,0.289186538,0,0.002702865,0,0.011972691,0,10.689,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Farm-dependent,0.385,0.042,0.352,0.186,0.299,,0.107,0.07,,0.291,9.136074466,,39.36,256,3339,3010,0.452,0.205,0.208,0.222777223,0.308691309,0.324675325,0.143856144,11.26907074,9.708737864,7
292,490dd8d,b,37520b7,67103,8923,31.645,625,45409,130166,30.986,0.92469447,0.016187827,0.014028781,0.013074783,0.007170042,0.000502104,0.023839889,0.000502104,9.419,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Recreation,0.499,0.071,0.166,0.042,0.296,0.211,0.093,0.07,0.184,0.158,10.34502897,,8.27,267,1359,860,0.491,0.181,0.154,0.055944056,0.330669331,0.327672328,0.285714286,9.22257391,9.81281864,208
293,a220997,b,f93b51e,13452,1383,22.749,565,33750,69707,32.004,0.958864742,0.005807097,0.013140292,0.003379215,0.000782868,9.91E-05,0.017926688,0,14.824,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Nonspecialized,0.424,0.074,0.245,0.106,0.275,0.366,0.12,0.08,,0.302,12.02471666,,39.32,317,13529,2690,0.501,0.209,0.218,0.253761284,0.364092277,0.275827482,0.106318957,9.621480515,15.14077942,0
294,70d1f35,b,ea48b30,1782,266,38.061,701,38361,140840,31.359,0.849226675,0.005582345,0.071329959,0.032103483,0.002200924,0,0.039556614,0,12.734,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.524,0.075,0.206,0.103,0.261,,0.103,,,0.202,9.767465726,,,179,,,0.489,0.184,0.227,0.079760718,0.366899302,0.380857428,0.172482552,8.215962441,11.7370892,0
295,4cb66e5,b,930f257,66010,7086,25.76,698,45974,111874,24.46,0.641590747,0.217725528,0.12027822,0.002605811,0.005301823,0,0.0121972,0.00030067,13.066,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Mining-dependent,0.485,0.055,0.285,0.152,0.331,0.225,0.114,0.099,0.169,0.328,10.42667587,9.16,31.17,305,5359,3479,0.513,0.254,0.14,0.163163163,0.339339339,0.307307307,0.19019019,13.3652774,9.281861194,76
296,78a8303,b,d725a95,23354,2394,21.994,571,37868,97492,32.379,0.611693883,0.327396726,0.034629654,0.000799992,0.004519955,0.000599994,0.020359796,0,14.212,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Federal/State government-dependent,0.414,0.073,0.218,0.076,0.325,0.36,0.14,0.1,,0.281,12.43389813,,21.57,286,8190,23399,0.491,0.195,0.18,0.237951807,0.352409639,0.293172691,0.116465863,9.065400389,10.79214332,48
297,da6f57f,a,dc52510,21128,2596,26.052,627,37974,71493,32.81,0.676651061,0.29497958,0.020788923,0.000498058,0.002709433,0,0.004372946,0,16.351,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Farm-dependent,0.429,0.066,0.293,0.09,0.34,0.256,0.133,0.131,,0.291,12.23883606,8.3,14.45,305,5319,4339,0.526,0.23,0.163,0.25224327,0.411764706,0.24227318,0.093718843,12.02885007,10.01605444,37
298,8cbdf49,b,dc52510,95365,14118,39.56,674,41549,116144,30.38,0.720323126,0.147066516,0.102168927,0.000905396,0.012695666,0.000201199,0.012413987,0.004225182,16.396,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.453,0.079,0.279,0.103,0.276,0.208,0.106,0.09,0.11,0.312,13.15275099,3.34,16.63,327,2700,840,0.518,0.24,0.149,0.209580838,0.309381238,0.294411178,0.186626747,11.8500315,10.65253271,647
299,5bf3d2f,a,c8ee9c4,941611,153634,42.702,859,46224,130798,34.033,0.375600181,0.524032412,0.058946097,0.001207912,0.02484272,0.000201319,0.013448085,0.001721274,16.834,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.46,0.063,0.21,0.063,0.351,0.173,0.123,0.11,0.125,0.282,12.82109852,15.7,13.56,315,1539,1289,0.528,0.259,0.112,0.130869131,0.273726274,0.294705295,0.300699301,14.51561502,8.628655528,7685
300,f1e531f,a,a8981de,29549,2965,28.362,602,35644,78497,25.896,0.590502008,0.224789157,0.006325301,0.153865462,0.004779116,0,0.019638554,0.000100402,20.816,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Nonspecialized,0.361,0.061,0.314,0.095,0.36,0.27,0.152,0.111,0.076,0.337,12.53171355,4.7,40,421,1840,1979,0.526,0.284,0.142,0.224775225,0.323676324,0.315684316,0.135864136,14.92664185,11.45849272,1
301,4a47619,b,6f7cad6,839278,233438,63.512,1557,81293,803337,27.766,0.41076897,0.053485751,0.152257833,0.001795493,0.337672442,0.003970035,0.035401143,0.004648333,7.731,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.622,0.044,0.155,0.058,0.158,0.095,0.069,0.07,0.208,0.158,7.964872542,8.37,5.27,179,749,649,0.496,0.136,0.14,0.128742515,0.127744511,0.204590818,0.538922156,10.5959387,6.50291412,673
302,c080ea9,a,533155c,4805,522,21.441,473,40449,49304,22.611,0.967559972,0.001494932,0.014102194,0.000807263,0.005770438,0,0.010265201,0,6.596,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.545,0.027,0.18,0.101,0.287,0.175,0.115,0.061,0.194,0.312,10.6294592,,,266,4819,1209,0.507,0.195,0.272,0.071856287,0.349301397,0.377245509,0.201596806,10.31796168,15.58222784,1
303,39084af,a,105ac14,169838,20239,26.863,644,50580,120520,28.245,0.900849324,0.058906991,0.013563392,0.000396881,0.005695235,0,0.019695196,0.000892981,8.766,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.505,0.06,0.12,0.043,0.311,0.187,0.117,0.07,0.143,0.28,14.08667605,3.9,13.02,268,2020,2569,0.517,0.198,0.191,0.083083083,0.393393393,0.295295295,0.228228228,10.47590896,12.37363287,561
304,8435bc3,a,a8981de,9324,802,21.281,512,29931,59395,29.844,0.28808344,0.706321931,0.000909127,0,0,0,0,0.004685502,26.212,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Nonspecialized,0.317,0.105,0.25,0.081,0.397,0.228,0.185,0.149,0.131,0.371,10.58413695,15,39.29,401,3120,3140,0.464,0.217,0.148,0.289421158,0.363273453,0.20259481,0.144710579,12.12915915,13.2218762,0
305,88f6005,b,26926ff,44230,6276,35.439,666,38846,89981,30.174,0.724276737,0.019022667,0.054357646,0.145967596,0.005059327,0.00030115,0.05081411,0.000200767,13.64,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.398,0.048,0.299,0.133,0.335,0.261,0.119,0.08,0.091,0.295,10.16406836,4.67,24.89,331,2779,2529,0.504,0.231,0.166,0.158316633,0.334669339,0.291583166,0.215430862,13.67559944,11.80253879,255
306,77bd0b5,a,f1f4f42,14585,1693,25.05,487,32750,79258,29.572,0.974252541,0.004368845,0.00560718,0.000693468,0,0,0.015077966,0,16.093,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Nonspecialized,0.381,0.089,0.254,0.056,0.32,0.238,0.151,0.089,,0.337,13.25934207,,29.49,277,3619,2410,0.495,0.199,0.196,0.196606786,0.49001996,0.194610778,0.118762475,10.51502888,11.89858531,40
307,73bbdb3,b,d725a95,153228,19218,30.28,672,44375,132842,28.318,0.770156426,0.084763168,0.08749489,0.002472508,0.037486416,0.000299094,0.015134144,0.002193354,11.597,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Manufacturing-dependent,0.482,0.064,0.243,0.072,0.284,0.223,0.1,0.089,0.127,0.285,12.68417618,5.6,17.56,258,2140,1510,0.511,0.23,0.153,0.174174174,0.302302302,0.305305305,0.218218218,11.00831102,10.02220353,801
308,17a9c15,b,f723d72,10702,1167,24.476,514,47668,94154,21.538,0.930474542,0.009174679,0.038349558,0.006553342,0.010875547,0.000100051,0.004472281,0,7.221,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Nonspecialized,0.492,0.042,0.125,0.045,0.285,0.096,0.1,0.08,0.144,0.274,12.36471435,,15.48,244,1369,2149,0.508,0.21,0.2,0.078,0.354,0.364,0.204,13.28903655,10.15662079,9
309,3e82401,a,37520b7,43668,4019,23.496,662,44372,95150,29.391,0.912655245,0.022820607,0.042697903,0.001879344,0.004554178,0,0.015193851,0.000198872,12.469,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.437,0.051,0.187,0.058,0.35,0.149,0.111,0.07,0.147,0.255,12.80383624,,15.65,284,1980,2300,0.483,0.239,0.163,0.11988012,0.406593407,0.338661339,0.134865135,11.893304,9.670470691,96
310,b61ce93,b,3c7c507,16889,1583,23.674,635,51444,123912,23.86,0.94860706,0.003942472,0.035542593,0.002987026,0.002132153,0,0.006587549,0.000201147,7.179,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Farm-dependent,0.563,0.042,0.153,0.088,0.302,0.079,0.089,0.06,0.178,0.194,11.96845583,,28.86,214,3390,3359,0.49,0.247,0.161,0.103,0.412,0.31,0.175,13.11592691,8.048409694,10
311,f768731,a,a972798,26913,2706,24.761,653,47602,95076,29.855,0.967160018,0.002426649,0.012915388,0.001604396,0.000701923,0,0.015191625,0,11.21,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Manufacturing-dependent,0.469,0.053,0.185,0.08,0.365,0.23,0.112,0.07,,0.271,13.78393779,,18.08,331,4460,1780,0.505,0.234,0.164,0.126242545,0.449304175,0.273359841,0.151093439,11.4024655,11.55349153,32
312,179566d,b,f93b51e,28862,3947,34.909,605,40814,104474,27.283,0.904558661,0.050916742,0.015319106,0.004809137,0.008536219,0,0.015860134,0,14.688,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Nonspecialized,0.506,0.055,0.192,0.063,0.284,0.236,0.088,0.079,0.115,0.32,10.4071211,,18.06,307,2150,1140,0.52,0.236,0.161,0.158316633,0.382765531,0.265531062,0.193386774,13.37305987,11.22505543,35
313,5c48401,a,a8981de,19522,2236,23.31,526,35143,77280,27.113,0.934455509,0.026141965,0.026610924,0.003961206,0.001586478,0,0.007243919,0,11.336,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Manufacturing-dependent,0.416,0.063,0.265,0.089,0.344,0.201,0.139,0.1,0.111,0.322,12.7483283,,33.34,432,9760,2790,0.519,0.222,0.192,0.231462926,0.382765531,0.273547094,0.112224449,9.860818653,14.68851112,3
314,f1e531f,b,a8981de,29676,2922,28.468,601,35644,78468,25.864,0.591523004,0.223574274,0.00633878,0.154127195,0.004811484,0,0.01952544,9.98E-05,20.633,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Nonspecialized,0.369,0.069,0.308,0.109,0.354,0.269,0.156,0.111,0.074,0.356,12.64953052,3.85,37.82,421,2510,1979,0.524,0.287,0.136,0.224,0.326,0.314,0.136,13.9624949,13.4529148,2
315,d436257,a,930f257,3865,453,29.031,494,41405,64634,22,0.646253401,0.03256521,0.308349336,0,0.004720755,0.002100336,0.003430549,0.002580413,13.27,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Farm-dependent,0.462,0.038,0.266,0.155,0.302,,0.122,0.111,,0.301,9.555275483,,,307,3849,3839,0.504,0.205,0.233,0.168831169,0.335664336,0.333666334,0.161838162,11.17463618,12.99376299,0
316,53ca795,a,d725a95,183959,31038,45.809,942,46335,155263,31.472,0.670078139,0.149297953,0.117530081,0.005604323,0.017827371,0.002089067,0.036458229,0.001114838,11.77,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.34,0.059,0.209,0.07,0.273,0.247,0.085,0.07,0.173,0.239,11.80060175,4.8,15.57,260,1120,3049,0.451,0.255,0.082,0.090909091,0.287712288,0.426573427,0.194805195,23.05760372,5.678445277,903
317,a35472d,a,105ac14,45306,4531,28.596,697,49802,159677,28.252,0.84542245,0.066115702,0.056126133,0.003129263,0.012637407,0.000300891,0.015566076,0.000702078,9.532,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Federal/State government-dependent,0.425,0.045,0.145,0.058,0.283,0.225,0.106,0.06,0.131,0.253,12.67049513,,12.42,227,1719,1150,0.447,0.18,0.158,0.159563925,0.412289395,0.222993062,0.205153617,8.713151551,8.492005573,23
318,e95e827,b,d725a95,507107,83695,40.773,770,45651,155176,30.37,0.523597328,0.328530086,0.075363248,0.003735117,0.044350761,0.000500686,0.019236354,0.00468642,13.119,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.49,0.065,0.231,0.079,0.273,0.168,0.101,0.101,0.134,0.233,12.61345027,7.19,13.07,231,1950,1340,0.527,0.231,0.129,0.118118118,0.244244244,0.294294294,0.343343343,12.00561923,7.844168279,5723
